,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code,App
375,App Store,503c1b0a-9a2b-4666-9062-1de7224c9179,Aladar812,Rosz!,"Rugalmatlan program, elfelejtettem a felhasználónevemet, s az email cím alapján nem küldd aktiválókódot, ki a fene tudja 30 plusz vagy több appból, hogy milyen néven regisztrált, mert az idegen eredetű cég programja nem képes az ékezetes betűket elfogadni, az autóik akkumulátora gyenge, csak városban használható, de nem egésznap az sem, talán az új Skodájuk jó valamire aminek a 250km-es hatótáv melett klímával rádióval jó ha tud 130-150km valós távot.🤔",1,,2021-09-05 21:16:33,"{'id': 21545789, 'body': 'Kedves Aladar812!\n\nKöszönjük, hogy megosztottad velünk pozitív élményedet! Bízunk benne, hogy az értékelésed óta sokkal több ilyen lett :)', 'modified': '2021-03-09T16:44:39Z'}",,,hu,hu,GreenGo
376,App Store,1200426f-e89c-41ef-9960-3e96f552ad0b,Nero6312,"Egyszerű, de nagyszerű!","A párommal jöttünk fel pár napra Budapestre. Eddig nem is ismertem ezt a carsharing lehetőséget, az egyik autót meglátva figyeltünk fel rá. Ezután jött az ötlet, hogy próbáljuk ki és vacsorázni már azzal menjünk a saját autónk helyett. Első sorban az élmény miatt, mert még nem vezettünk elektromos autót. Így le is töltöttem az appot, körülbelül 10 perc alatt regisztráltam és megadtam az összes szükséges adatot, majd 10 perc múlva már jött is az SMS, hogy az adataimat, okmányaimat hitelesítették, indulhatunk is. Körülbelül 50 méterre volt is egy autó. Amíg sétáltunk elolvastam hogy működik a rendszer. Oda érve meglepően gördülékenyen és gyorsan ment az egész, pár perc múlva már az autóban ültünk. 40 percet vezettem összeségében. A díjakra nem szeretnék kitérni, szerintem a budapesti taxizás tekintetében egyáltalán nem vészes. Nagyszerű élmény volt a vezetés és az egész rendszer használata. Biztos, hogy nem utoljára használtuk!",5,,2021-07-25 15:49:51,"{'id': 24534627, 'body': 'Kedves Nero6312! Köszönjük a pozitív visszajelzést. Nagyon örülünk, hogy elégedett vagy a regisztráció gyorsaságával és a szolgáltatásunkkal egyaránt. Bízunk benne, hogy minden greengózásod hasonlóan jó élmény lesz! ', 'modified': '2021-08-16T15:49:36Z'}",,,hu,hu,GreenGo
377,App Store,3a32a7f5-c9b7-4f83-9112-ac6615fa8316,Ihmmani,Pesten belül ezzel közlekedek,"Nagyon kényelmes, szinte mindig van a közéletben egy kis kocsi amivel tudok utazni. 
Viszont, csak azért négycsillagos, mert vannak olyan helyzetek amikor nem biztonságos az indulás előtt fotózni az autót a normál látószögű kamerával, jó lenne egy lehetőség, a széles látószögű kamerára való váltáshoz.",4,,2020-11-26 17:54:47,"{'id': 21546088, 'body': 'Kedves Ihmmani!\n\nKöszönjük a visszajelzést, jó érzés tudni, hogy örömmel használod a GreenGokat! Az appot folyamatosan fejlesztjük, most már indulás előtt csak akkor kell fotóznod, ha sérülést látsz az autón. A bérlés végén kötelező a fotózás, ekkor pedig te választod meg a parkolóhelyet :) A legjobb, ha 4 képet készítesz az autó minden oldaláról, így biztosan alkalmas lesz a sérülésmentesség igazolására. ', 'modified': '2021-03-09T17:03:38Z'}",,,hu,hu,GreenGo
378,App Store,5c8586df-c206-4ac8-b7f3-dd29bee4df27,Morcalavin,Dodgemparty!,A konkurrenciánál jobbak,5,,2021-05-14 12:50:05,"{'id': 22631852, 'body': 'Kedves Morcalavin! Köszönjük a visszajelzést, az applikációt azóta frissítettük. A regisztrációs folyamat már kifejezetten felhasználó barát. Az autókban lévő rendszert is lecseréltük, így a kommunikáció az autók és az app között pedig gyorsabb, mint valaha. ', 'modified': '2021-05-05T11:58:50Z'}",,,hu,hu,GreenGo
379,App Store,65cbd85a-0d39-47a0-b55d-60badc9dc482,drx8,Tökjó,"Igazából az autók nagyon jók, az ugyfelszolgalat segítőkész és hamar felveszik, nem úgy mint az egyik konkurenciánál a teljes szolgáltatási összkép sztem remek. Viszont ha az appot kell értékelni, akkor azért akadnak hiányosságok. Elég sokáig gondolkozik autó nyitáskor és lezáráskor, ezért ha kettő all egymás mellett hamarabb viszem a másik konkurencia kocsiját..",4,,2019-12-17 21:07:56,"{'id': 21545114, 'body': 'Kedves drx8!\n\nKöszönjük a pozitív visszajelzést! A kulcsos indítást néhány hónapja lecseréltük, már minden autónk gombbal indítható. Ezáltal az app és az autó közötti kommunikáció sokkal gyorsabb lett, így nyitni és zárni is gyorsabban lehet. ', 'modified': '2021-03-09T16:01:11Z'}",,,hu,hu,GreenGo
380,App Store,7b498af0-9192-4f0c-b293-223cff9ce6bd,Vernyik,Senkinek sem ajanlom!,"Ez a ceg, sajnos annak ellenere hogy megujulo kornyezet tudatos szolgaltatast nyujt, semmi mas uj es jo nincs benne, nevetseges, mondvacsinált indokokkal emelnek le penzt a szamladrol, amikor jelzed nekik, meg nekik all feljebb, 500-1000 forintokkal nyereszkednek... aki teheti a sharenow vagy a mol limo alkalmazast hasznalja!!",1,,2020-11-25 13:38:59,"{'id': 21546054, 'body': 'Kedves Vernyik!\n\nSajnáljuk, hogy negatív tapasztalatokat szereztél! Szeretnénk utánanézni a levonásoknak, ezért kérlek vedd fel velünk a kapcsolatot az ugyfelszolgalat@greengo.com címen. A közöttünk érvényben lévő szerződési feltételek alapján számlázunk, a Díjszabásban nyilvánosan megtalálható minden díjtételünk. ', 'modified': '2021-03-09T17:01:53Z'}",,,hu,hu,GreenGo
381,App Store,ae7173f9-18ca-4c1f-b63a-057b3f590620,HMAndrás,Hulladék,"Regisztrációkor semmitmondó hibaüzenet, amit később tisztáz egy ügyfélszolgálatos, “paraméter hiba” a regisztráció folytatásakor. Az ügyfélszolgálatos nem tud segíteni a fiók megszüntetésében, amit persze ott nehezítettek, ahol tudtak. Abban sem vagyok biztos, hogy ez a GDPR-nak egyáltalán megfelel...",1,,2020-10-16 11:39:38,"{'id': 21545924, 'body': 'Kedves HMAndrás!\n\nSajnálom, hogy negatív élményed volt a regisztrációkor! Az ügyfélszolgálatunk tudja megnézni a hiba okát és segítünk a megoldásban is. A szerződés megszüntetésére az érvényben lévő jogszabályok alapján van lehetőséged, melyet az ÁSZF-ünk is részletez. Az adatkezelés is a hatályos jogszabályok, adatvédelmi szabályok alapján történik. ', 'modified': '2021-03-09T16:50:06Z'}",,,hu,hu,GreenGo
382,App Store,e764479f-1bea-4770-956b-f5b52df8ef92,Norbi_g,Folyamatos frissítés utáni problémák,"Amióta használom ezt az alkalmazást és frissítés érkezik rá, nem lehet befotozni az autót és kidob az alkalmazásból.",2,,2020-08-05 22:36:07,"{'id': 21545827, 'body': 'Kedves Norbi_g!\n\nAz app használata függ attól is, hogy a telefonodon milyen operációs rendszer fut. Ezt is érdemes mindig frissíteni, ahogy az appot is. Ha még fennáll a probléma, kérlek jelezd nekünk emailben az ugyfelszolgalat@greengo.com címen, hogy segíthessünk!', 'modified': '2021-03-09T16:46:08Z'}",,,hu,hu,GreenGo
383,App Store,c0c0cef1-28f2-466d-8d81-903b151d7e53,brunnentaler74,Kis apró változtatás,"Egy apró változtatás kellene az applikációban.
Lent az autó foglalásnál nagyon halvány a töltöttség értéke és a megtehető km, szinte alig látni. Lehetne sötétebb színt használni?",5,,2020-05-29 19:56:18,"{'id': 21545650, 'body': 'Kedves brunnentaler74!\n\nA magas töltöttségű autóknál zölddel, a közepeseknél sárgával, az alacsonyaknál pedig pirossal jelöljük a töltöttség %-át és a megtehető km-t. Erre gondoltál? ', 'modified': '2021-03-09T16:34:30Z'}",,,hu,hu,GreenGo
384,App Store,ca69251a-9be9-4764-b752-bfcf7725497e,alkalmatlan,Ne töltsd le,"Több probléma is van ezzel az egész rendszerrel.
1. Drága, a többi carshareing szolgáltatáshoz képest jóval drágább.
2. Az aplikáció borzalmas, lassú nem működik normálisan soha.
3. Folyamatosan fényképeket KELL készíts nyitás előtt, miután beültél, zárás után. A többi carshareing szolgáltatónál csak akkor kell fényképezz ha valóban probléma van az autóval.
4. Ha egyszer lezártál egy autót akkor nem tudod később újra kinyitni ez különösen kellemetlen ha bevásárolni mész és nincs kedved “parkoltatni” az autót amit percenként 20ft....
5. A nyitás elképesztően körülményes, kell a pinkódod akkor utána fényképezni kell és mire a rendszer kinyitja az autót percek telnek el mert minden hülyeséggel kell szórakozni. Ja és arról meg ne is beszéljünk ,hogy általában elsőre mindig kifagy vagy a fényképezésnél vagy a a kódnál esetleg a nyitásnál ez a remek aplikáció.

Összegezve:
Senkinek nem ajánlom ezt a szolgáltatást majd ha fejlesztenek végre egy rendes apilkációt ami működik akkor talán de addig maradj távol tőle mert csak felidegesíted magadat vele.",1,,2020-05-09 20:16:05,"{'id': 21545581, 'body': 'Kedves alkalmatlan!\n\nAz appot rendszeresen frissítjük, fejlesztjük, már sokkal gyorsabb a kommunikáció az autó és az app között. A kulcsos indítást gombosra cseréltük, a PIN kódot pedig biometrikus azonosítással is ki tudod váltani, így még gyorsabbá válik az autó indítása. Fényképezni nyitáskor a sérüléseket kell, a bérlés végén kötelező, ami viszont nem számít bele a bérlési időbe. Ez a te érdeked is, hiszen így tudod bizonyítani, hogy nem okoztál kárt az autóban. \nHa lezárod az autót és újra szeretnéd bérelni, ezt megteheted, nem korlátozzuk. Ha a bérlésed végén bizonyos töltöttségi szint alá esik az autó, akkor valóban nem bérelhető újra, hiszen a kollégáknak el kell vinni feltölteni. Az ugyfelszolgalat@greengo.com email címen kérlek vedd fel velünk a kapcsolatot és megnézzük miért nem tudtad újra kibérelni a lezárt autót. ', 'modified': '2021-03-09T16:29:16Z'}",,,hu,hu,GreenGo
385,App Store,341abb9b-9383-40e2-9dc4-56177204f084,katonarobert,Lassú...,"Tisztelt GreenGo! 

A felhasználói élményt nagyban rontja, hogy az applikáció indokolatlanul lassú. Sokszor inkább használom a konkurens cégek lehetőségeit, ezzel is legalább 5 percet megspórolva az életemből. Valamint megkímélve magamat a várakozás okozta feszültségtől. Nem is beszélve arról amikor rosszabb az időjárás, nagyon kellemetlen... Pedig kimondottan pártolom az elektromos autózást 😕",2,,2020-02-14 12:15:00,"{'id': 13610866, 'body': 'Kedves Róbert! Sajnáljuk, és tudjuk sajnos hogy lassú a bérlés indítás-zárás. Dolgozunk azon, hogy ezek  gyorsabbak legyenek, ha Prágában jársz, már láthatod, mi lett az eredménye.', 'modified': '2020-02-20T17:20:34Z'}",,,hu,hu,GreenGo
386,App Store,2e975bd1-5c1f-44f0-b997-dfac7b4953bc,ajbardos,Jó kis cucc de lehetne jobb az app,A limo-t könnyebb használni.,4,,2019-12-08 18:45:21,"{'id': 21545085, 'body': 'Kedves ajbardos!\n\nKifejted nekünk, hogy milyen problémáid adódtak? Az ugyfelszolgalat@greengo.com címre megírhatod, kíváncsiak vagyunk a véleményedre!', 'modified': '2021-03-09T15:59:29Z'}",,,hu,hu,GreenGo
387,App Store,669ae17d-77bf-4e1c-bb09-88fe091257cb,besizeno,Green-Go,"Hogy tudom frissiteni az appot a 3.0.1211 verziora,meg toroltem az appot,hogy frissitsek,es nem tudom ujratelepiteni! Kerlek! Segitsetek!?",5,,2019-12-06 11:37:46,"{'id': 22629462, 'body': 'Kedves Besizeno! Az Apple Store Alkalmazásaim menüjében tudod frissíteni az applikációt a legújabb verzióra, nem szükséges letörölnöd hozzá az appot. Az újratelepítést szintén innen tudod elindítani, ha rákeresel a GreenGo appra. ', 'modified': '2021-05-05T09:50:27Z'}",,,hu,hu,GreenGo
388,App Store,046cea2d-3b5b-4bd7-83b7-9bc82ea5abe0,Bettyka85,Frissítés,A feissítés óta nem lehet belépni,3,,2019-06-19 09:04:07,"{'id': 22631721, 'body': 'Kedves Bettyka85! Sajnáljuk, hogy kellemetlenség ért. A hibát javítottuk, és jelenleg nem tudunk róla, hogy gond lenne az applikácóval. Amennyiben mégis hibát tapasztalnál kérünk, hogy írd meg nekünk az ugyfelszolgalat@greengo.com címre. ', 'modified': '2021-05-05T11:50:15Z'}",,,hu,hu,GreenGo
389,App Store,ec283486-21a4-4531-8353-e34723907add,Ricsi k.,Teljesen jó👌🏼,"Minden megfelelően működik. Amióta elfogadja a face id/touch id -t azóta minden rendkívül gyorsan megy. Egy-két apróbb hiba néha felmerül, de a telefonos ügyfélszolgálatnál rendkívül segítőkész emberek dolgoznak akik mindig kedvesek és sose kellett várnom pár percnèl többet. Nice job 👌🏼",5,,2019-08-23 22:07:06,"{'id': 21544986, 'body': 'Kedves Ricsi k.!\n\nKöszönjük az elismerést! Örülünk, hogy a folyamatos fejlesztések, frissítések eredményesek voltak :)', 'modified': '2021-03-09T15:55:08Z'}",,,hu,hu,GreenGo
390,App Store,8982a471-53cd-474c-a13f-c7a64fa0d663,Timmcsii,Budapest,"Nagyon jól működik az app, átlátható és minden le van írva rendesen. Az autó meg szuper jó. Kényelmes, gyönyörű belül és nagyon jól megy. Csak ajánlani tudom :))",5,,2019-07-30 20:50:28,"{'id': 21544836, 'body': 'Kedves Timmcsii!\n\nKöszönjük a visszajelzést, öröm olvasni, hogy tetszenek az autóink :)', 'modified': '2021-03-09T15:48:42Z'}",,,hu,hu,GreenGo
391,App Store,8e3cb3c3-1842-45d6-a794-aad45289c19e,-Lőrinc-,"Jó, de van hiba benne...","A Greengo autói remek kisautók, akárcsak a nagy magyar olajvállalaté, ugyanakkor a rendszerüket használni sokkal bonyolultabb és körülményesebb...a limókban nincs PIN kód indítás előtt, a slusszkulcsot egy bedúgós érzékelővel tehetjük a helyére, ellenben a problémás mágneses megoldással. És végül, ha valaki siet, az app általában nagyon lassú és még legalább 2 képet is kell készíteni az autó külső állapotáról.... De a Greengo mentségére szóljon a remek ügyfélszolgálat!",3,,2019-02-06 09:46:56,"{'id': 21544378, 'body': 'Kedves -Lőrinc-!\n\nJó érzés tudni, hogy tetszik a koncepció, amit képviselünk és köszönjük a dicséretet! Az appot folyamatosan fejlesztjük, a PIN kódodat kiválthatod biometrikus azonosítással és kulcs helyett már gombbal indíthatók az autók, így nem kell várni a zöld ledre. Az új rendszerrel az app és az autó közötti kommunikáció is gyorsabb lett. Képeket csak a bérlésed végén kötelező készíteni az autóról azért, hogy igazold, sérülésmentesen zártad az utadat. Pár másodperc alatt el lehet készíteni a képeket, és ez az idő nem számít bele a bérlési időbe, így számodra tényleg csak néhány kattintás.', 'modified': '2021-03-09T15:26:50Z'}",,,hu,hu,GreenGo
392,App Store,6fb67d40-b944-4dea-9ee3-e9c24a53cbad,sz.fi,"Az autó kiváló, az app borzalmas","Plusz 10-15 perc telt el (800-1200 Ft), csak azért mert az app használhatatlan. Lassú, sokáig tölt, állandóan hibajzéseket ír ki, 2-3x kell megpróbálni valamit, hogy működjön. Szívesen használnám a szolgátatást, de az applikáció miatt nem fogom.",1,,2019-05-15 17:01:56,"{'id': 21544671, 'body': 'Kedves sz.fi!\n\nSajnáljuk a negatív élményedet! Folyamatban lévő bérlés esetén hívd a technikai helpdeskünket, ők 0-24 elérhetőek és azonnal tudnak neked segíteni! Az appot fejlesztjük rendszeresen és a kulccsal történő indítás kivezetését követően sokkal gyorsabb lett. Megéri újra próbálni! ', 'modified': '2021-03-09T15:39:53Z'}",,,hu,hu,GreenGo
393,App Store,a7a9570b-1f88-45b2-9a6b-5cc0040bce91,Zsófi7353683,Nem lehet regisztrálni,"Nem lehet regisztrálni, sz@r.",1,,2019-04-30 04:20:20,"{'id': 21544419, 'body': 'Kedves Zsófi7353683!\n\nSajnáljuk, hogy nem sikerült regisztrálnod. Ha írsz nekünk egy emailt arról az email címről, amivel elkezdted a folyamatot, akkor segítünk neked folytatni. A címünk: ugyfelszolgalat@greengo.com', 'modified': '2021-03-09T15:28:46Z'}",,,hu,hu,GreenGo
394,App Store,bd97ff05-465a-4fb9-8a68-681a6c9614e6,Peti0215,iPhone XS borzalmas optimalizálás,"Szuper a szolgáltatás, remek ötlet, de iPhone XS telefonon nem reagál érintésekre, nem lehet keomézni csak ha ujraindítod az appot.",3,,2018-11-14 12:26:34,"{'id': 21540960, 'body': 'Kedves Peti0215!\n\nKöszönjük a pozitív visszajelzésedet! Frissítjük folyamatosan az applikációt, így az iPhone XS-en ez a hiba tapasztalataink szerint már nem áll fenn. ', 'modified': '2021-03-09T13:01:38Z'}",,,hu,hu,GreenGo
395,App Store,9575b168-c019-42f1-baf8-5c37891f31b5,tomingher,Tragikus,"Az egész regisztrációs folyamat egy remalom. Egyszerűen gyalázat. Megadtam mindent, amit kér. Tölteném fel a jogosítványrol a fotót, azt mondja valami még hiányzik. Belemegyek a megadott adatokba, üres mind. Webes felületen bejelentkezve ott vannak az adatok, de nem tudok képet feltolteni a jogosítványrol. A fiók törlésére sem appbol sem weben nem találok lehetőséget. A mol limora a regisztráció 5 perc volt, teljesen fájdalom mentes folyamat. Ahhoz képest ez egy gyötrelem. Tesztelik ezt egyáltalán? Ha nem látnám, hogy mások is szívnak vele azt hinném adat halászat áldozata lettem.",1,,2018-11-14 22:36:08,"{'id': 21541009, 'body': 'Kedves tomingher!\n\nSajnáljuk, hogy a regisztráció során nehézségekbe ütköztél! Az appot fejlesztjük rendszeresen, így a regisztrációt már csak ott lehet megcsinálni, a weboldalon már csak a legelső lépést lehet megtenni. A visszajelzések alapján a regisztráció már sokkal egyszerűbb, egyértelműbb és gördülékenyebb. Ha még azóta nem fejezted be, akkor érdemes kipróbálni!', 'modified': '2021-03-09T13:03:48Z'}",,,hu,hu,GreenGo
396,App Store,16ac8bfe-45e6-430a-b997-8e82ca91612c,e24c level 8,"Nem túl transzparens, de a szolgáltatás ok","Letöltöttem az appot, beregisztráltam. Sehol nem jelezte a folyamatban, hogy lesz regisztrációs díj. Utána kiderült, hogy felhasználható lenne a regisztrációs díj, ha megtaláltam volna az erre vonatkozó kupont, de utólag már nem adják oda. Miért nem kapja meg alapból minden regisztráló? Elég keserű a szájízem így, hiába jó a szolgáltatás. Attól félek más dolgokban is így állnak-e majd hozzám?",3,,2024-08-28 14:13:14,"{'id': 46986289, 'body': 'Kedves e24C level 8! Igyekszünk átláthatóan kommunikálni, így a regisztráció első lépésénél jelezzük a regisztrációs díjat, és vele együtt a beváltható kupont is.', 'modified': '2024-09-25T10:26:52Z'}",,,hu,hu,GreenGo
397,App Store,cacdf64d-7146-4504-9ab3-be5db3755d2d,molimo23,Inkább molimo,"Körülményes regisztráció , a kocsi lefoglalása nem egyértelmű 3 molimo mellett sétáltam el még  egyet találtam.

Odaértem , kérte a pinkódom  aztán egy kódot kell beírni amit kiír a kocsi utána a kulcsot nem jól raktam vissza és még képeket is kell csinálni .",1,,2018-11-08 21:35:30,"{'id': 21540653, 'body': 'Kedves molimo23!\n\nSajnáljuk, hogy a regisztrációd nem ment gördülékenyen! Azóta néhány fejlesztést végrehajtottunk és a folyamat egyszerűbb lett. Az autó foglalását miért nem találtad egyértelműnek? Az appban az autót kiválasztva az órára kattintva lehet foglalni, míg a lakatra kattintva azonnal nyílik. A PIN kódodat ki tudod váltani biometrikus azonosítással, további kódot és kulcsot már nem kérünk. A bérlésed végén kötelező a fotózás, hiszen így tudod bizonyítani, hogy sérülésmentesen zártad le az autót és mi is így tudjuk nyomon követni az autók állapotát. ', 'modified': '2021-03-09T12:48:19Z'}",,,hu,hu,GreenGo
398,App Store,5bb01f75-7853-4ac8-a85f-60a4c0376c63,tresot,Lefagy mindig...,"Épp regisztrálok és már negyedik alkalommal fagy le az alkalmazás és még nem értem a végére sem. Ilyen jól fog működni akkor is amikor majd használni is akarom?! Így adjam meg a bankkártya adataimat, aztán véletlen majd nem tudom leállítani az utazást és kiszámláz egy csomó pénzt? Addig nem hiszem, hogy használom amíg ilyen megbízhatatlan az egész...",1,,2018-11-01 13:14:27,"{'id': 21540394, 'body': 'Kedves tresot!\n\nSajnáljuk, hogy a regisztráció során negatív élmény ért! Az appot folyamatosan fejlesztjük, a regisztráció már csupán néhány kattintás és a legfrissebb verzió óta nem tudunk nehézségről. Amennyiben a folyamatban lévő bérléseddel kapcsolatban gond adódik, fel tudod hívni a technikai helpdeskünket, ők 0-24 tudnak segíteni neked. ', 'modified': '2021-03-09T12:39:41Z'}",,,hu,hu,GreenGo
399,App Store,e1b5e365-f4a2-4704-aecf-ed5fc44aecba,thenakedthunder,Az alkalmazás egy vicc,"Nagyon tetszik amit csináltok, de az app ami hozzá van teljesen amatőr. Egyáltalán nincs átgondolva a regisztrációnál az, hogy logikailag milyen sorrendben kéri az adatokat, vagy ötször fotóztam be a jogsit, csak hogy kiderüljön, még mindig kell valami, és persze a fotók nem maradtak meg. Nem egyértelmű hogy mikor mit csináljak, felhasználói élmény nulla. Meg kellett volna adnom az útlevelem adatait, pedig elvileg a személyi elég lett volna. Visszajövök az útlevéllel a telefonhoz, feloldom és látom hogy elveszett az addigi munka és kezdhetem teljesen elölről a regisztrációt. 

Egy szóval most sajnos totál elment a kedvem a greengozástól, nem tudom lesz-e kedvem elölről kezdeni a hercehurcát, és hogy ez az app mennyire megbízható, mert nem igazán szeretnék egy ilyet használni autómegosztáshoz, vagy bármihez. Bocs, de így szerintem nem lehet bizniszt csinálni. Kívánom a cégnek hogy áldozzon egy rendes appra, és hogy a jövőben fejlődjenek, mert jó a kezdeményezés",1,,2018-07-29 20:03:48,"{'id': 21540071, 'body': 'Kedves thenakedthunder!\n\nAz appot folyamatosan fejlesztjük, az elmúlt időszakban a regisztráción is változtattunk, már teljes egészében ott lehet végig csinálni. Ha azóta nem regisztráltál, akkor érdemes kipróbálni, mert már csak néhány kattintás választ el a greengó élménytől! ', 'modified': '2021-03-09T12:24:59Z'}",,,hu,hu,GreenGo
400,App Store,5768793c-f86d-44f8-aadc-5dc007765ccd,Laki6_,Sok a hiba,"Rendszeresen nem működnek a gombok. Hiába nyomok rá, mintha ott se lenne.
2-3x kell újraindítani az Appot, mire a sok homokórázás után elfogadja az utasításaimat. És még mindig egy gombnyomásról van szó.

A térképen levő, autókat jelző kis rajzszögek pedig brutál életlenek. Retina kijelzőn ez piszok zavaró.",1,,2018-06-21 22:32:27,"{'id': 21539974, 'body': 'Kedves Laki6_!\n\nA legfrissebb verziószámú appban ezeket már javítottuk, az autókat jelölő piktogramok is tisztán láthatóak. A gombos indítás bevezetése óta pedig gyorsabb a kommunikáció az autóval. Érdemes kipróbálni! ', 'modified': '2021-03-09T12:20:58Z'}",,,hu,hu,GreenGo
401,App Store,429c8822-7f40-4621-b106-626a9014487b,Panddaa,Tipik magyar talicska fos,"Sz**ból várépítés zajlik.

Még le sem töltötted, de már látod ebből az ócska logóból, hogy mi fog rád várni az appban.

Pontosan, ami a magyar fejlesztésekben szokott lenni: gagyi szövegek, csöves UI, logikátlan menü, fél óra amíg felviszed az adataid 6x, mert azt se fogja csak úgy engedni elmenteni, még utána fotózz, aztán várd meg amíg holnap validálják.

Ne nagyon bolyongj a menüben, mert bármitől crashelhet. A foglalástól is. Úgyogy ne bugoltassátok, mert az alap funkciók is gyenge lábakon állnak.

Gg, aki az autó foglalásig eljut.

A Mólos se sokkal jobb, de egy fokkal mégis és olcsóbb is, inkább ott próbálkozzatok, mert ez végképp egy gyász. Aszittem a start óta javítottak rajta valamit, hát nem.

Ja, bónusz: fogalmam sincs mire jó a PIN kód beállítás, mert nem írja, de az gyanítható, hogy egy sima táblában tárolják magát a PIN kódot, teljesen titkosítatlanul, mert az is kikötés, hogy nem kezdődhet 0-val!! 😂😂😂 PFFFFF",1,,2018-06-21 21:33:29,"{'id': 22631754, 'body': 'Kedves Panddaa! Nemrégiben lecseréltük az autók kommunikációs rendszerét, az applikációt pedig folyamatosan fejlesztjük. A frissítéseknek köszönhetően a pin kód beírását már kiválthatod biometrikus azonosítással. Jelenleg nem tudunk róla, hogy gond lenne az applikácóval, így kérünk, hogy írd meg nekünk az ugyfelszolgalat@greengo.com címre, amennyiben hibával találkozol. ', 'modified': '2021-05-05T11:52:33Z'}",,,hu,hu,GreenGo
402,App Store,1e2e5e62-c85b-4e77-8c58-3df26e984c62,V-Jan,Fejleszteni kellene,"Sajnos ez így nagyon kevés. A Limo sokkal nagyobb területen használható (bár az se elég). Így lenyomják ezt a szolgáltatást, még akkor is, ha egyébként jobb lenne. De még ez sem így van. Az alkalmazás néha elég lassú. Munkaidőn kívül csak olyan telefonos ügyfélszolgálat van, amelyik közli, hogy írják e-mailt, majd a legközelebbi munkanapon 10 óra után válaszolnak. Ez viccnek is rossz! Egy éjjel nappal használható szolgáltatáshoz 24 órás, valódi ügyfélszolgálat jár! Ha ez nincs, az ügyfél az első probléma után máshova megy.
Másrészt a weboldal valamiért nem enged bejelentkezni. Első alkalommal igen, de aztán soha többé. Másik gépen ugyanez.
Az alkalmazás időnként nagyon lassú. Van, hogy napokig nem lehet normálisan regisztrálni.
De a lényeg, a terület bővítése! Az apró kellemetlenségeket elnézi az ember, de ez a terület nevetséges. Gyakorlatilag egy óra alatt körbejárható gyalog az a terület, ahol a GeenGo használható. A bővítés pedig csak ígéret marad.",2,,2018-06-13 08:02:21,"{'id': 22554957, 'body': 'Kedves V-Jan! Technikai helpdeskünk a nap 24 órájában elérhető, pontosan azért, hogy a bérléssel kapcsolatos problémákat és nehézségeket azonnal kezelni tudják. Az ügyfélszolgálathoz tartozó további kérdéseket az ugyfelszolgalat@greengo.com címünkre tudod megírni, melyre hétköznapokon munkaidőben válaszolunk. A szolgáltatási területünket azóta már kiterjesztettük, viszont fontos tudnod, hogy a területet akkor tudjuk bővíteni, ha a flottánk is bővül. Facebookon minden újdonságot megosztunk, így érdemes követned minket. ', 'modified': '2021-04-30T13:48:31Z'}",,,hu,hu,GreenGo
403,App Store,ac0e91aa-5b42-4c8c-aabf-857ad998ba2d,cadixpapi,Regisztralni sem lehet,"Vegtelenul kellemetlen, hogy letoltes utan a regisztracional a mobil szam megadasanal a korzetszam allitas bem mukodik. Latszolag ott a legordulo menu de hiaba nyomkodom, nem gordul le...
Ciki.",1,,2018-06-08 19:45:10,"{'id': 24534794, 'body': 'Kedves cadixpapi!\n\nKérünk, hogy amennyiben hibát észlelsz az alkalmazásban, írj nekünk az ugyfelszolgalat@greengo.com címre, hogy mihamarabb kivizsgálhassuk.', 'modified': '2021-08-16T15:58:22Z'}",,,hu,hu,GreenGo
404,App Store,35a49355-d278-441f-bb23-6ffe56e40774,mr.RealDeal,Ismeretlen hiba!,"Az alkalmazás lassú és tele van hibával. Sajnos annyira trágya, hogy a hiba okát sem képes leírni, így naponta több alkalommal találkozok ‘ismeretlen hiba’ üzenettel",1,,2018-05-09 04:32:25,"{'id': 22631775, 'body': 'Kedves mr.RealDeal! Az applikáció azóta számos fejlesztésen ment keresztül, és jelenleg nem tudunk róla, hogy bármi gond lenne vele. Amennyiben most is fennáll a probléma, kérünk, hogy írd meg nekünk tapasztalataidat az ugyfelszolgalat@greengo.com címre.', 'modified': '2021-05-05T11:53:40Z'}",,,hu,hu,GreenGo
405,App Store,71a24c10-4b3e-447d-a415-6b759ef9f2a4,Ferenczi888,Bughalmaz,"Másfél napja próbálok egy egyszerű regisztrációt véghezvinni, de nem engedi feltölteni a jogosítványt, a bankkártyát, validálni az e-mailt, elfelejti a kitöltött formokat stb.. A webes felületen ugyan ez a “minőség”.",1,,2018-04-15 06:24:43,"{'id': 22631793, 'body': 'Kedves Ferenczi888! A regisztráció menete és felülete teljesen megújult, így már csak az applikációra lesz szükséged hozzá. A dokumentumaidat automatikus rendszer ellenőrzi, ami gyorsabb és kényelmesebb, mint ha személyesen kellene bejönnöd az irodába. Az aktiválásról automatikus e-mail értesít, és ekkor már igénybe tudod venni a szolgáltatást. Amennyiben még nem regisztráltál, bízunk benne, hogy kedvet kapsz hozzá.', 'modified': '2021-05-05T11:54:57Z'}",,,hu,hu,GreenGo
